Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
58.0,Female,59.3,1.58,166.0,165.0,56.0,1.97,1463.0,Strength,19.8,2.7,4.0,3.0,23.75
54.0,,,1.57,198.0,163.0,65.0,1.14,836.0,Cardio,31.8,2.1,3.0,1.0,28.68
31.0,Male,86.9,1.69,185.0,130.0,65.0,1.72,1230.0,Yoga,14.0,3.5,4.0,3.0,30.43
47.0,Male,98.2,1.9,199.0,148.0,64.0,0.76,557.0,HIIT,22.9,3.0,3.0,1.0,27.2
52.0,Male,63.6,1.62,168.0,150.0,55.0,1.3,965.0,Strength,20.8,2.3,4.0,2.0,24.23
38.0,Female,45.2,1.68,193.0,144.0,58.0,1.01,727.0,HIIT,29.9,2.4,3.0,2.0,16.01
54.0,Male,117.2,1.62,172.0,143.0,56.0,1.04,736.0,HIIT,23.1,2.3,4.0,2.0,44.66
22.0,Male,107.4,1.74,195.0,138.0,63.0,1.34,1017.0,Strength,22.0,2.2,2.0,1.0,35.47
36.0,Female,59.1,1.78,184.0,121.0,60.0,0.85,514.0,Cardio,34.5,2.2,2.0,1.0,18.65
31.0,Female,53.3,1.64,183.0,141.0,70.0,0.57,402.0,Strength,29.4,2.4,3.0,1.0,19.82
43.0,Male,46.2,1.63,176.0,139.0,65.0,1.18,812.0,Strength,21.7,2.1,2.0,1.0,17.39
21.0,Male,67.0,1.61,161.0,152.0,74.0,1.32,1104.0,Yoga,22.0,2.1,3.0,2.0,25.85
42.0,Male,,1.77,172.0,127.0,55.0,1.77,1113.0,HIIT,11.4,3.5,4.0,,27.55
59.0,Male,85.5,1.67,190.0,144.0,71.0,1.99,1418.0,Cardio,15.0,3.5,5.0,3.0,30.66
42.0,Male,70.2,1.87,188.0,165.0,65.0,1.38,1127.0,HIIT,22.7,3.4,3.0,2.0,20.07
35.0,Male,127.1,1.62,187.0,128.0,,1.02,718.0,Strength,23.3,3.4,4.0,2.0,48.43
57.0,Female,75.6,1.67,186.0,153.0,65.0,1.05,723.0,Cardio,31.6,1.8,3.0,2.0,27.11
25.0,Female,62.6,1.65,174.0,142.0,61.0,1.2,852.0,Cardio,27.9,2.2,3.0,1.0,22.99
56.0,Female,55.7,1.53,190.0,124.0,66.0,1.91,1066.0,Cardio,16.1,2.7,5.0,3.0,23.79
57.0,Male,96.1,1.74,199.0,144.0,54.0,1.21,862.0,Cardio,21.6,2.8,3.0,2.0,31.74
31.0,Female,76.7,1.62,174.0,127.0,74.0,1.39,883.0,Yoga,28.1,2.3,4.0,2.0,29.23
49.0,Male,57.2,1.89,192.0,135.0,62.0,1.14,762.0,Cardio,21.1,3.5,2.0,1.0,16.01
55.0,Male,69.9,1.81,,167.0,57.0,1.2,,Strength,20.2,2.1,4.0,2.0,21.34
50.0,Female,67.9,1.77,171.0,164.0,73.0,1.03,760.0,Yoga,33.0,2.4,3.0,2.0,21.67
40.0,Male,87.9,1.87,196.0,134.0,54.0,1.96,1445.0,Strength,10.7,3.5,5.0,3.0,25.14
32.0,Male,102.8,1.98,168.0,120.0,61.0,1.24,818.0,Strength,27.8,2.8,3.0,2.0,26.22
50.0,Female,51.8,1.5,182.0,141.0,58.0,1.32,838.0,HIIT,33.0,2.2,3.0,1.0,23.02
42.0,Female,57.7,,167.0,122.0,52.0,1.83,,Cardio,17.7,2.7,4.0,3.0,23.41
34.0,Female,66.5,1.69,191.0,157.0,52.0,0.81,636.0,Cardio,28.1,2.3,3.0,1.0,23.28
50.0,Male,95.4,1.61,173.0,133.0,50.0,1.16,764.0,Strength,21.5,3.6,4.0,2.0,36.8
19.0,Female,69.2,1.6,186.0,155.0,74.0,1.17,907.0,Cardio,32.4,1.6,3.0,1.0,27.03
31.0,Female,66.6,1.67,184.0,137.0,71.0,1.02,699.0,Yoga,31.0,1.5,4.0,2.0,23.88
57.0,Male,83.4,1.65,172.0,166.0,67.0,1.57,1290.0,HIIT,13.3,3.5,4.0,3.0,30.63
57.0,Female,43.8,1.75,180.0,160.0,73.0,1.39,1001.0,Cardio,25.1,1.7,2.0,1.0,14.3
56.0,Female,64.2,1.69,190.0,137.0,61.0,1.99,1227.0,Cardio,19.6,2.7,5.0,3.0,22.48
23.0,Female,44.1,1.62,196.0,122.0,58.0,0.58,354.0,Yoga,25.7,2.7,2.0,1.0,16.8
23.0,Male,87.3,1.91,164.0,129.0,58.0,1.87,1327.0,HIIT,11.8,3.5,5.0,3.0,23.93
20.0,Male,55.0,1.6,172.0,168.0,67.0,1.12,1035.0,Yoga,24.0,3.2,4.0,2.0,21.48
24.0,Male,87.1,1.74,187.0,158.0,67.0,1.57,1364.0,Strength,10.0,3.5,4.0,3.0,28.77
25.0,Male,66.6,1.61,184.0,166.0,56.0,1.38,1260.0,Strength,25.0,3.0,2.0,1.0,25.69
59.0,Female,60.4,1.76,194.0,120.0,53.0,1.72,929.0,Cardio,18.8,2.7,5.0,3.0,19.5
32.0,Male,126.4,1.83,198.0,146.0,62.0,1.1,883.0,HIIT,28.2,2.1,3.0,2.0,37.74
46.0,Male,88.7,1.63,166.0,146.0,66.0,0.75,542.0,Strength,28.8,3.5,2.0,1.0,33.38
